TICKER,NAME,JUST_IND,Bloomberg Ticker,ISIN,ROIC,Beta,Risk,PE,Price to Book,Earnings per Share,Revenue Growth,Market Cap,Beat the Street,Portfolio Weight,Trailing 12 month Total Return,Dividend,ROE,WGTSCORE,RANK
BOKF,BOK Financial,Banks,BOKF,US05561Q2012,3.452266158,1.079579115,#N/A N/A,18.5956677,2.228276336,5.11,10.9576173,6768512817,-0.13081667,#N/A,26.29137,1.77,9.206539423,44.62,791
BPOP,Popular Inc,Banks,BPOP,PR7331747001,6.80742185,1.148784041,#N/A N/A,17.35302385,0.93799343,1.02,11.00134592,4701757943,0.711344066,#N/A,15.66733,1,5.811564812,50.05,448
BR,Broadridge Financial Solutions,Commercial Support Services,BR,US11133T1034,18.74500409,0.80035013,#N/A N/A,32.5662752,11.77896764,2.77,42.99620297,13757122684,-0.22314313,#N/A,67.60908,1.32,29.64460051,51.61,323
BRK.B,Berkshire Hathaway,Insurance,BRK/B,US0846707026,9.868518546,1.097348332,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,8.288313268,4.94429E+11,138858.256,#N/A,22.37967,#N/A Field Not Applicable,6.53721138,48.23,604
BRKR,Bruker,Health Care Equipment & Services,BRKR,US1167941087,8.667633891,1.048861384,#N/A N/A,28.19003448,6.106451575,0.5,9.594737169,4829049174,1.595298069,#N/A,21.17394,0.16,17.65410571,41.91,849
BRO,Brown & Brown,Insurance,BRO,US1152361010,12.41031844,0.912840724,#N/A N/A,26.24774674,2.737230835,1.43,6.493610147,7588361147,2.454642476,#N/A,30.01053,0.28,11.15549425,46.85,691
BSX,Boston Scientific,Health Care Equipment & Services,BSX,US1011371077,0.702836166,0.981893122,#N/A N/A,30.39737395,5.914907307,0.08,7.89410923,41587488530,-0.316455696,#N/A,13.90778,0,13.43247027,46.91,689
BUFF,Blue Buffalo Pet Products,"Food, Beverage & Tobacco",BUFF,US09531U1025,32.22421753,0.562126994,#N/A N/A,42.13165088,26.42477856,0.99,10.85522597,7825744360,6.753812636,#N/A,67.43407,0,#N/A N/A,42.39,841
BURL,Burlington Stores,Retail,BURL,US1220171060,32.36282899,0.958990216,#N/A N/A,24.90637264,108.7211581,5.64,9.284522308,9424356792,34.15484771,#N/A,33.70527,0,#N/A N/A,44.52,798
BWA,BorgWarner,Automobiles & Parts,BWA,US0997241064,6.164402922,1.253131151,#N/A N/A,12.42043495,1.295402858,2.09,8.028883254,10656363702,1.805809997,#N/A,21.9524,0.59,20.78290242,53.99,193
BWXT,BWX Technologies,Aerospace & Defense,BWXT,US05605H1005,13.48447143,0.757800877,#N/A N/A,32.19772586,19.49473196,1.49,8.846084641,6731866108,0.146555936,#N/A,35.52383,0.42,45.77319741,51.03,366
C,Citigroup,Banks,C,US1729674242,0.169638041,1.202408671,#N/A N/A,13.80838748,1.012667927,-2.98,6.772995412,1.85112E+11,0.114416476,#N/A,22.43189,0.96,7.57760828,49.62,494
CA,CA Inc,Software,CA,US12673P1057,6.192183417,1.04405582,#N/A N/A,17.7534326,2.447876782,1.14,4.930624381,14592018341,-0.115696105,#N/A,11.93828,1.02,12.73600274,57.91,72
CAA,CalAtlantic Group,Household Goods & Apparel,CAA,US1281951046,7.001515261,1.047119021,#N/A N/A,#N/A N/A,#N/A N/A,4.09,82.9527758,#N/A N/A,6.706792777,#N/A,#N/A N/A,0.16,14.85468123,48.94,553
CABO,Cable One,Media,CABO,US12685J1051,19.28625538,0.763589621,#N/A N/A,26.18844853,5.462572295,41.2,17.13027299,3819817314,-8.151700087,#N/A,1.07722,6.5,#N/A N/A,49.11,537
CACC,Credit Acceptance,Consumer & Diversified Finance,CACC,US2253101016,12.00946709,1.357391,#N/A N/A,16.57266433,3.945325277,24.12,14.52744532,6536187403,-0.554636567,#N/A,56.41144,0,34.25613896,49.47,509
CAG,Conagra Brands,"Food, Beverage & Tobacco",CAG,US2058871029,12.21888591,0.726808429,#N/A N/A,17.65972254,4.010821913,1.48,-9.662861694,14922263649,1.457725948,#N/A,3.297601,0.9,16.89209498,45.63,753
CAH,Cardinal Health,Food & Drug Retailers,CAH,US14149Y1082,12.97125495,1.283355832,#N/A N/A,13.84177883,2.266169488,4.06,6.935645764,17062822891,0.896860987,#N/A,-21.62682,1.8091,21.38525957,54.62,172
CASY,Casey's General Stores,Food & Drug Retailers,CASY,US1475281036,15.05193119,0.907414377,#N/A N/A,24.71419933,2.810394414,4.54,5.398713242,3737470074,-1.860363318,#N/A,-12.42304,0.96,20.44335801,45.47,762
CAT,Caterpillar,Commercial Vehicles & Machinery,CAT,US1491231015,4.394092608,1.281416535,#N/A N/A,18.50583828,6.080935807,1.27,17.96974336,92473648852,6.40272193,#N/A,57.74428,3.11,21.73880543,59.83,38
CAVM,Cavium Inc,Semiconductors & Equipment,CAVM,US14964U1088,-3.073329522,1.219580293,#N/A N/A,#N/A N/A,6.79772235,-1.01,63.10213255,5283930826,0.888099467,#N/A,4.097116,0,0.036813325,51.26,348
CB,Chubb,Insurance,CB,CH0044328745,5.202260738,0.851484537,#N/A N/A,17.75193817,1.232631936,8.26,2.45956338,63183308667,-1.928145374,#N/A,0.3083824,2.82,9.229641143,48.7,571
CBG,CBRE Group,Real Estate,CBG,#N/A N/A,9.071150724,#N/A N/A,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,8.706049433,#N/A N/A,2.264150943,#N/A,#N/A N/A,#N/A Field Not Applicable,21.26223947,60.51,27
CBOE,CBOE,Capital Markets,CBOE,US12503M1080,12.12437801,1.109354377,#N/A N/A,35.3353198,3.724129715,3.7,217.038828,11818225560,0.175746924,#N/A,25.10093,1.04,59.02601164,48.96,551
CBS,CBS Corp,Media,CBS,US1248572026,17.33671383,0.835021973,#N/A N/A,11.85776618,9.9909419,0.89,3.995138994,19693554378,0.576092175,#N/A,-15.78203,0.72,32.18776442,45.89,741
CBSH,Commerce Bancshares,Banks,CBSH,US2005251036,9.686941655,1.082472682,#N/A N/A,21.7421889,2.744761897,2.9,8.562554373,6995977386,-0.538599641,#N/A,25.00912,0.857,11.62293941,50.23,431
CBT,Cabot,Chemicals,CBT,US1270551013,-7.637454162,1.180217028,#N/A N/A,20.90447007,3.124491708,3.83,12.69182912,3799485103,-0.377577694,#N/A,20.39671,1.23,12.48880973,49.72,481
CC,Chemours Co/The,Chemicals,CC,US1638511089,19.56816853,1.207673907,#N/A N/A,11.21986837,9.13818572,4.04,14.5,9075285101,3.215347203,#N/A,21.3124,0.29,67.21704348,42.25,844
CCI,Crown Castle International,Real Estate,CCI,US22822V1017,4.346112317,0.638067484,#N/A N/A,93.17563143,3.874991193,1.01,11.07766068,43311663374,-1.176470588,#N/A,14.47344,4.85,#N/A N/A,49.47,511
CCK,Crown Holdings,Building Materials & Packaging,CCK,US2283681060,6.627821191,1.025445938,#N/A N/A,10.66540116,7.916656358,2.39,4.997585707,6056603251,0.049652433,#N/A,-20.47258,0,#N/A N/A,52.17,279
CCL,Carnival,Restaurants & Leisure,CCL,PA1436583006,8.524734337,0.910994053,#N/A N/A,16.21295462,1.880006464,3.61,6.839953627,46042044067,3.243243243,#N/A,5.697939,1.6,8.622045221,47.87,627
CDEV,Centennial Resource Development Inc/DE,Oil & Gas,CDEV,US15136A1025,4.587382437,0.325470865,#N/A N/A,43.75166769,1.933523579,0.32,268.4104369,5700630286,4.029304029,#N/A,26.60944,0,#N/A N/A,46.65,700
CDK,CDK Global,Software,CDK,US12508E1010,21.80515142,1.008252859,#N/A N/A,22.93890664,#N/A N/A,2.01,4.993852265,8566299370,0,#N/A,3.923057,0.555,#N/A N/A,49.74,480
CDNS,Cadence Design Systems,Software,CDNS,US1273871087,12.71450729,1.087680221,#N/A N/A,37.29818365,10.42928123,0.75,6.990264211,11913347560,0.214745884,#N/A,28.33282,0,21.40483563,55.01,155
CDW,CDW Corp,Computer Services,CDW,US12514G1085,16.26791156,1.087469101,#N/A N/A,23.44082775,11.92161267,3.37,8.651184746,11873649510,-0.208441897,#N/A,32.45808,0.69,44.86395888,52.93,238
CE,Celanese,Chemicals,CE,US1508701034,11.60830935,1.098241806,#N/A N/A,13.07971214,4.589358712,6.11,13.93579514,14929183972,1.678851882,#N/A,29.36839,1.74,31.3372728,53.92,199
CELG,Celgene,Pharmaceuticals & Biotech,CELG,US1510201049,10.11428824,1.176532626,#N/A N/A,12.05205244,11.6750987,3.77,15.7983792,59805485094,0,#N/A,-31.05782,0,44.91622069,59.28,44
CERN,Cerner,Software,CERN,US1567821046,16.69023171,1.081722736,#N/A N/A,27.88401434,4.071166958,2.62,7.209443272,19958625213,-1.612236461,#N/A,-7.075542,0,16.60407236,51.12,361
CF,CF Industries,Chemicals,CF,US1252691001,6.611141966,1.264324307,#N/A N/A,#N/A N/A,2.573181461,1.53,12.07598372,9248043048,28.57142857,#N/A,48.81304,1.2,13.97389092,46.5,708
CFG,Citizens Financial Group,Banks,CFG,US1746101054,5.429050654,1.265348792,#N/A N/A,15.20707325,1.047267079,3.26,11.99028284,20625115596,0.116414435,#N/A,16.71376,0.64,4.682185954,46.21,723
CFR,Cullen/Frost Bankers,Banks,CFR,US2298991090,9.189099946,1.217510343,#N/A N/A,20.50872601,2.458180198,5.56,8.021737602,7604625763,3.330824238,#N/A,32.72338,2.25,10.51391745,50.48,406
CFX,Colfax,Commercial Vehicles & Machinery,CFX,US1940141062,-0.652079279,1.389013171,#N/A N/A,23.55528954,1.118116094,1.23,3.591960833,4030313270,0.578034682,#N/A,-17.70045,0,8.149890353,45.11,780
CGNX,Cognex,Industrial Goods,CGNX,US1924221039,15.67528949,1.362084508,#N/A N/A,34.73640561,7.789169974,1.02,43.62855327,8389728921,-13.04347826,#N/A,7.851096,0.17,16.6019292,49.58,500
CHD,Church & Dwight,Personal Products,CHD,US1713401024,20.70113393,0.721628666,#N/A N/A,23.02727422,5.468585698,2.97,8.104548968,11731016708,0.936524454,#N/A,-4.222131,0.76,21.01224806,49.53,501
CHH,Choice Hotels,Restaurants & Leisure,CHH,US1699051066,25.28239793,0.857433319,#N/A N/A,30.46999114,#N/A N/A,2.03,8.945634035,4731696113,0.383408853,#N/A,34.20946,0.86,#N/A N/A,47.44,655
CHK,Chesapeake Energy,Oil & Gas,CHK,US1651671075,13.54926223,1.015512228,#N/A N/A,4.212108999,#N/A N/A,0.9,5.201380898,3050021510,10.36339166,#N/A,-41.82609,0,#N/A N/A,50.1,443
CHRW,CH Robinson Worldwide,Transportation,CHRW,US12541W2098,19.47994242,0.920571387,#N/A N/A,24.15242841,7.930327151,3.59,13.12319538,11765665249,1.301846806,#N/A,23.25692,1.81,40.84770936,49.86,472
CHTR,Charter Communications,Media,CHTR,US16119P1084,9.86990784,1.118507504,#N/A N/A,95.5836578,0.831700868,38.55,43.36792746,72065777279,0.135746606,#N/A,-15.90086,0,#N/A N/A,48.68,573
CI,Cigna,Health Care Providers,CI,US1255091092,13.24803993,0.871898174,#N/A N/A,14.40982368,2.934251248,8.92,4.759614167,41660894050,0.693107432,#N/A,5.137817,0.04,18.3234168,53.96,195
CINF,Cincinnati Financial,Insurance,CINF,US1720621010,5.750393146,0.959164858,#N/A N/A,25.69007292,1.481980412,6.36,5.193613507,11785681220,2.16256525,#N/A,7.31494,2.5,9.180648968,48.58,580
CIT,CIT Group,Consumer & Diversified Finance,CIT,US1255818015,1.9307183,1.058085203,#N/A N/A,11.89247662,1.017823167,2.82,-5.033566885,6850124071,0.458115183,#N/A,16.01782,0.61,7.336454462,48.14,612
CL,Colgate-Palmolive,Personal Products,CL,US1941621039,33.31761431,0.656668186,#N/A N/A,21.34375336,#N/A N/A,2.3,1.704508062,54668340838,-0.069637883,#N/A,-10.76574,1.59,#N/A N/A,61.78,16
CLGX,CoreLogic,Commercial Support Services,CLGX,US21871D1037,8.078965662,0.781521857,#N/A N/A,31.21943448,4.13602507,1.82,-5.195238859,4169168701,1.716738197,#N/A,21.82729,0,11.78150356,45.99,737
CLH,Clean Harbors,Commercial Support Services,CLH,US1844961078,5.385559103,1.164129138,#N/A N/A,101.1769226,2.571824874,1.77,6.886984952,2943226857,-38.27160494,#N/A,-12.30949,0,5.230174294,46.3,720
CLR,Continental Resources,Oil & Gas,CLR,US2120151012,10.93937302,0.695842326,#N/A N/A,57.91362974,4.769437898,2.13,42.86787905,25568267758,24.3902439,#N/A,61.64253,0,8.991536936,51.66,316
CLX,Clorox,Personal Products,CLX,US1890541097,26.91885126,0.725143671,#N/A N/A,21.99287065,18.6127446,5.43,3.679916681,15581104953,0.564652739,#N/A,-7.145458,3.24,#N/A N/A,59.92,36
CMA,Comerica,Banks,CMA,US2003401070,6.069769954,1.303148389,#N/A N/A,18.65993375,2.120357393,4.23,11.11486486,16909635433,0.233100233,#N/A,39.94307,1.09,8.024832116,55.12,153
CMCSA,Comcast,Media,CMCSA,US20030N1019,19.42819867,1.108459234,#N/A N/A,14.75336935,2.094520982,4.82,5.127918113,1.45067E+11,0.832109643,#N/A,-17.95231,0.63,15.21982915,50.69,393
CME,CME Group,Capital Markets,CME,US12572Q1058,17.41135248,0.783090413,#N/A N/A,30.48603442,2.377711621,12,1.376835781,54320634141,0.442198358,#N/A,42.27851,6.14,6.374402225,53.72,209
CMG,Chipotle Mexican Grill,Restaurants & Leisure,CMG,US1696561059,13.27930552,1.082742333,#N/A N/A,62.00175678,8.647195325,6.19,14.65091548,11781324827,-0.572375358,#N/A,-12.83253,0,17.51971535,38.47,872
CMI,Cummins,Commercial Vehicles & Machinery,CMI,US2310211063,8.683270375,1.219003081,#N/A N/A,14.36306964,3.249069216,5.99,16.67142612,24092763892,3.317443331,#N/A,-5.70973,4.21,21.91977646,59.27,45
CMS,CMS Energy,Utilities,CMS,US1258961002,4.961882824,0.546294391,#N/A N/A,19.46570572,2.777056155,1.64,2.875449289,12764542978,-0.092081031,#N/A,3.012784,1.33,13.75013743,48.83,561
CNA,CNA Financial,Insurance,CNA,US1261171003,2.904762044,1.067427635,#N/A N/A,13.77436105,1.157934231,3.32,1.879137305,13237543623,9.847253819,#N/A,15.24147,3.1,6.524812838,50.26,426
CNC,Centene,Health Care Providers,CNC,US15135B1017,8.969322,0.70483321,#N/A N/A,20.70444517,2.683381863,4.8,19.14694511,23365760264,0.922953451,#N/A,47.25956,0,16.66086587,49.64,491
CNDT,Conduent,Commercial Support Services,CNDT,US2067871036,2.975851081,#N/A N/A,#N/A N/A,664.9403886,1.130243132,0.84,-6.02372035,3992058655,6.783919598,#N/A,12.08097,0,#N/A N/A,46.34,717
CNK,Cinemark Holdings,Restaurants & Leisure,CNK,US17243V1026,7.918752315,0.803821266,#N/A N/A,15.77891043,2.969978974,2.26,2.493588898,4335996918,15.94498217,#N/A,-10.95801,1.16,20.55709351,46.37,713
CNP,CenterPoint Energy,Utilities,CNP,US15189T1079,#N/A N/A,0.679664612,#N/A N/A,17.11037891,2.363009796,4.16,27.7098831,11477189567,2.773613193,#N/A,0.3891774,1.3475,12.94006364,52.94,236
CNX,CONSOL Energy,Basic Resources,CNX,US12653C1080,7.38439792,1.193750739,#N/A N/A,#N/A N/A,0.784875627,1.66,5.188885068,3398321406,560.1156069,#N/A,15.34376,0,-2.355649816,40.08,862
COF,Capital One Financial,Consumer & Diversified Finance,COF,US14040H1059,9.385282042,1.312694788,#N/A N/A,12.14636722,1.005715719,3.52,9.011955376,45150816782,-1.073619632,#N/A,15.81255,1.6,9.497460747,54.99,156
COG,Cabot Oil & Gas,Oil & Gas,COG,US1270971039,3.991267435,0.844426453,#N/A N/A,40.27352382,4.316116809,0.22,47.14416842,10357129077,3.921568627,#N/A,-7.056883,0.17,7.431043291,46.53,707
COHR,Coherent Inc,Industrial Goods,COHR,US1924791031,15.19062825,1.327376127,#N/A N/A,15.12855749,3.437374982,8.46,100.9961686,4440846590,2.311574149,#N/A,-28.87511,0,11.97624162,47.29,666
COL,Rockwell Collins,Aerospace & Defense,COL,US7743411016,11.47233685,0.726770818,#N/A N/A,22.19397974,3.320142198,4.85,29.72047918,22026601366,0.902378999,#N/A,29.65318,1.32,34.70793267,58.05,68
COMM,CommScope Holding,Technology Hardware,COMM,US20337X1090,6.2383913,0.828422427,#N/A N/A,28.87561088,3.285504024,1.01,-7.37341481,5688622211,-0.557620818,#N/A,-21.02667,0,17.03674551,52.62,255
CONE,CyrusOne,Real Estate,CONE,US23283R1005,0.317251223,0.766659796,#N/A N/A,290.8295167,2.93502626,-0.95,27.00812701,5453278635,#N/A N/A,#N/A,4.598337,1.68,1.141100396,48.75,566
COO,Cooper Cos,Health Care Equipment & Services,COO,US2166484020,3.49982641,0.917522788,#N/A N/A,26.52019653,3.573197944,7.63,8.754564489,11283222053,-0.051519835,#N/A,11.03535,0.06,13.20176438,50.07,445
COP,ConocoPhillips,Oil & Gas,COP,US20825C1045,-0.198823421,0.815953195,#N/A N/A,41.17417699,2.659903108,-0.7,22.84641033,81249397484,-3.691813804,#N/A,49.19173,1.06,3.561101577,56.49,105
COR,CoreSite Realty Corp,Real Estate,COR,US21870Q1058,9.688866219,0.780536056,#N/A N/A,54.9136263,13.62682215,1.85,20.34934258,5174739860,-1.179624665,#N/A,13.07978,3.58,12.99894843,49.5,506
COST,Costco Wholesale,Retail,COST,US22160K1051,16.82176017,0.973587275,#N/A N/A,30.10231467,7.332639585,6.11,8.681003041,86179913218,0.310237849,#N/A,15.94492,8.9,19.74839807,51.1,363
COTY,Coty Inc,Personal Products,COTY,US2220702037,-0.362425435,0.687836707,#N/A N/A,54.60504509,1.153089986,-0.66,75.90535973,10954091996,-15.54959786,#N/A,-24.79216,0.65,28.8787116,49.16,534
CPB,Campbell Soup,"Food, Beverage & Tobacco",CPB,US1344291091,16.18696688,0.611390114,#N/A N/A,13.65855735,6.409036839,2.91,-0.891847758,12431215404,-0.262467192,#N/A,-25.89964,1.4,69.68207064,57.21,88
CPN,Calpine,Utilities,CPN,US1313473043,-0.021777603,0.596051037,#N/A N/A,#N/A N/A,#N/A N/A,-0.95,30.31566409,#N/A N/A,-929.5774648,#N/A,#N/A N/A,0,2.939304486,38.42,873
CPRT,Copart,Retail,CPRT,US2172041061,20.67664807,1.160289049,#N/A N/A,36.24284599,9.456536782,1.72,14.15366325,12588010881,2.462271644,#N/A,79.84753,0,27.55034098,46.96,686
CR,Crane,Commercial Vehicles & Machinery,CR,US2243991054,7.649831597,1.045445919,#N/A N/A,18.24518133,3.578574664,2.89,1.382823872,5159521593,0.066269052,#N/A,10.99251,1.32,22.52483947,44.92,786
CRI,Carter's,Household Goods & Apparel,CRI,US1462291097,20.87005295,0.763757169,#N/A N/A,17.7720562,5.808631756,6.31,6.289916429,4947110936,2.09145693,#N/A,15.9707,1.48,28.34393249,46.69,696
CRL,Charles River Labs,Pharmaceuticals & Biotech,CRL,US1598641074,6.316970029,1.218798995,#N/A N/A,21.87190894,4.404429896,2.6,10.47731933,5020283858,2.609034268,#N/A,16.04965,0,22.12183015,48.23,603
CRM,salesforce.com,Software,CRM,US79466L3024,1.405902481,0.916708708,#N/A N/A,777.9806914,10.13406594,0.18,24.88121998,96840410531,1.123595506,#N/A,49.35654,0,-2.976268515,64.13,9
CSCO,Cisco Systems,Technology Hardware,CSCO,US17275R1023,-1.357462509,1.170555234,#N/A N/A,21.84782637,4.326996824,1.92,-2.521981034,2.22639E+11,0.37799244,#N/A,41.61032,1.1,16.28550385,66.93,7
CSGP,CoStar Group,Commercial Support Services,CSGP,US22160N1090,6.361550065,1.014106274,#N/A N/A,88.77664939,5.115476869,3.7,15.2334563,14328266508,0.371747212,#N/A,55.95959,0,3.834573324,49,547
CSL,Carlisle Cos,Industrial Goods,CSL,US1423391002,10.54533062,0.809502363,#N/A N/A,20.28036728,2.363672619,5.813898,11.27768406,6450919444,1.033057851,#N/A,4.863127,1.44,14.36403305,50.54,403
CSRA,CSRA Inc,Computer Services,CSRA,US12650T1043,10.93856886,1.160776734,#N/A N/A,19.8563674,10.80733942,1.86,17.46999786,6758671371,1.649813731,#N/A,#N/A N/A,0.4,#N/A N/A,50.19,435
CSX,CSX Corp,Transportation,CSX,US1264081035,23.71932771,1.192352772,#N/A N/A,25.24960763,3.817571686,6.01,3.062607282,54889044102,4.592996817,#N/A,23.15814,0.78,16.62913736,52.03,291
CTAS,Cintas,Commercial Support Services,CTAS,US1729081059,17.22528306,1.107111692,#N/A N/A,36.92246751,6.704273981,4.49,11.00154469,19409330447,3.966870096,#N/A,51.42944,1.33,19.69720993,48.26,599
CTL,CenturyLink,Telecommunications,CTL,US1567001060,4.71019543,1.418840647,#N/A N/A,22.69276599,0.896980097,2.21,1.064682313,21027904661,-3.540903541,#N/A,-12.78257,2.16,5.213859635,51.62,321
CTSH,Cognizant Technology Solutions,Computer Services,CTSH,US1924461023,12.80905842,0.841491699,#N/A N/A,19.89355043,4.046216018,2.54,9.809446133,44446290782,1.507808293,#N/A,19.65175,0.45,20.63117805,56.19,115
CTXS,Citrix Systems,Software,CTXS,US1773761002,3.667557347,1.023322105,#N/A N/A,27.66557579,28.33730786,-0.13,3.238428701,14653003869,1.020620704,#N/A,24.29015,0,19.74253931,57.6,80
CUBE,CubeSmart,Real Estate,CUBE,US2296631094,6.182553879,0.60904938,#N/A N/A,38.41375113,3.478501154,0.74,9.588286386,5601650153,2.209944751,#N/A,28.36497,1.11,4.012065725,47.47,650
CVS,CVS Health,Food & Drug Retailers,CVS,US1266501006,9.272392697,0.93729347,#N/A N/A,11.42294559,1.658260774,6.47,4.07771256,64170717423,0.340136054,#N/A,-19.9052,2,14.20961147,51.72,307
CVX,Chevron,Oil & Gas,CVX,US1667641005,3.140172543,0.736305237,#N/A N/A,28.99461605,1.635718733,4.88,23.40044526,2.45941E+11,-16.34476099,#N/A,25.78107,4.32,7.302314664,59.22,46
CXO,Concho Resources,Oil & Gas,CXO,US20605P1012,12.23106279,0.903699756,#N/A N/A,59.31317605,2.393732664,6.44,17.90793713,23310353457,7.78751934,#N/A,17.91286,0,5.232591881,54.27,182
CXW,CoreCivic,Real Estate,CXW,US21871N1019,7.974393355,1.338486433,#N/A N/A,14.19767648,1.717413042,1.51,-4.556583603,2463123294,2.954694682,#N/A,-33.77026,1.68,16.40494274,39.09,869
CY,Cypress Semiconductor,Semiconductors & Equipment,CY,US2328061096,-2.616494218,1.339781642,#N/A N/A,#N/A N/A,3.20222164,-0.24,21.04213596,5855969303,3.971962617,#N/A,23.92508,0.44,-4.687416652,50.76,385
D,Dominion Resources,Utilities,D,US25746U1097,#N/A N/A,0.554489553,#N/A N/A,16.4194116,2.357799158,4.72,7.233534975,41691543447,0.474462741,#N/A,-14.52689,3.035,16.71514899,46.95,687
DAL,Delta Air Lines,Transportation,DAL,US2473617023,17.0196623,1.091417074,#N/A N/A,10.62683997,2.917155875,4.97,4.04904261,36578514098,1.607584501,#N/A,7.361842,1.02,#N/A N/A,58.71,60
DATA,Tableau Software,Software,DATA,US87336U1051,-21.99329128,0.967475355,#N/A N/A,#N/A N/A,8.531019723,-2.35,6.060393522,7762894362,53.40909091,#N/A,57.37848,0,-8.274235521,51.81,300
DCI,Donaldson Co,Commercial Vehicles & Machinery,DCI,US2576511099,9.301317783,0.952852368,#N/A N/A,25.41085328,7.443609664,1.76,6.827906139,6121580635,-0.588235294,#N/A,2.129347,0.7,25.81864466,48.64,576
DE,Deere,Commercial Vehicles & Machinery,DE,US2441991054,3.255885381,1.254953027,#N/A N/A,21.12103708,5.128758057,6.76,11.61124456,47389590019,-8.489695478,#N/A,31.34144,2.4,29.76874753,56.07,121
DFS,Discover Financial Services,Consumer & Diversified Finance,DFS,US2547091080,12.33120956,1.306646347,#N/A N/A,11.9681134,2.556221132,5.43,9.983804897,26148857025,1.116184678,#N/A,26.20623,1.3,22.00551205,51.9,298
DG,Dollar General,Retail,DG,US2566771059,18.03627359,0.853382885,#N/A N/A,20.44125752,4.113617725,5.64,6.751244554,25181671225,-0.707651482,#N/A,28.49335,1.04,21.13135262,40.83,857
DGX,Quest Diagnostics,Health Care Providers,DGX,US74834L1008,10.70558114,0.929616153,#N/A N/A,18.90301742,2.760556619,5.63,2.581503659,13866936222,0.371747212,#N/A,-3.567286,1.8,14.71431258,48.72,570
DHI,DR Horton,Household Goods & Apparel,DHI,US23331A1097,10.26088931,0.843140125,#N/A N/A,12.99392593,2.025856177,2.77,15.90471647,16610034898,0.219378428,#N/A,33.87883,0.4,13.72316326,47.16,673
DHR,Danaher,Industrial Goods,DHR,US2358511028,7.015532248,1.062850356,#N/A N/A,29.5311608,2.595881134,3.58,8.572833246,70589097489,1.20542441,#N/A,22.26155,0.56,9.165615066,49.17,533
DIS,Walt Disney,Media,DIS,US2546871060,16.76184702,0.950776935,#N/A N/A,16.02013243,3.387632651,5.73,-0.889775669,1.51989E+11,-0.99009901,#N/A,-5.555741,1.56,18.73224429,56.46,107
DISCA,Discovery Communications,Media,DISCA,US25470F1049,0.603944114,1.243721366,#N/A N/A,26.31262277,1.544256653,-1.169271,5.78728644,16529960385,11.88811189,#N/A,-10.37917,0,15.80187163,52.31,270
DISH,DISH Network,Media,DISH,US25470M1099,9.083621641,1.133721828,#N/A N/A,13.46875961,2.020826322,4.5,-5.396467938,14815950438,3.574702108,#N/A,-48.59737,0,74.06264535,42.76,832
DKS,Dick's Sporting Goods,Retail,DKS,US2533931026,15.54878104,1.050350428,#N/A N/A,10.46457327,1.67716842,3.02,8.438432256,3300314483,-0.823723229,#N/A,-36.84028,0.68,18.55305115,42.72,834
DLB,Dolby Laboratories,Media,DLB,US25659T1079,4.014400758,1.030123949,#N/A N/A,25.96251452,3.024389161,1.98,5.431796424,6495573010,1.675107129,#N/A,21.30578,0.58,11.11491102,52.1,286
DLR,Digital Realty Trust,Real Estate,DLR,US2538681030,2.952501022,0.764685392,#N/A N/A,122.3100543,2.47614066,0.99,14.73779685,23207370445,-14.93506494,#N/A,-2.382415,3.72,4.682804114,49.06,542
DLTR,Dollar Tree,Retail,DLTR,US2567461080,14.09762362,0.80220753,#N/A N/A,20.04866536,3.070434526,7.24,7.366597166,22205213570,-0.715015322,#N/A,12.46688,0,28.30072503,39.39,867
DNB,Dun & Bradstreet,Media,DNB,US26483E1001,22.3624532,1.079212427,#N/A N/A,17.02150552,#N/A N/A,3.82,2.277396255,4467975017,2.535525216,#N/A,10.83753,2.01,#N/A N/A,51.37,336
DNKN,Dunkin' Brands,Restaurants & Leisure,DNKN,US2655041000,19.03452469,1.02462554,#N/A N/A,27.33464015,#N/A N/A,3.86,3.81377965,5327356788,0.330305533,#N/A,17.99103,1.315,#N/A N/A,40.13,861
DOV,Dover,Commercial Vehicles & Machinery,DOV,US2600031080,10.03097122,1.005197883,#N/A N/A,17.97515534,2.673515784,5.21,15.24936484,11885441153,-6.669754516,#N/A,21.38693,1.82,15.33545957,52.57,258
DPS,Dr Pepper Snapple Group,"Food, Beverage & Tobacco",DPS,US26138E1091,16.12291816,0.216756821,#N/A N/A,26.35636692,8.672753868,5.91,3.881987578,21560778097,-4.158372042,#N/A,35.41163,2.32,33.13052315,52.24,276
DPZ,Domino's Pizza,Restaurants & Leisure,DPZ,US25754A2015,112.4151224,0.885592699,#N/A N/A,37.83121143,#N/A N/A,6.05,12.75367746,10575429521,2.479625455,#N/A,29.05598,1.84,#N/A N/A,36.36,878
DRI,Darden Restaurants,Restaurants & Leisure,DRI,US2371941053,25.04086327,0.906132698,#N/A N/A,20.2730007,5.314752504,3.85,3.413860244,11293317180,0.751879699,#N/A,7.1135,2.24,15.97818807,45.08,781
DST,DST Systems,Computer Services,DST,US2333261079,12.05775238,0.852225542,#N/A N/A,27.39085779,4.012735154,7.35,42.49373675,4982216752,8.984755109,#N/A,36.04966,0.72,16.1561097,50.17,437
